RC-COMBINED GENDER BY RACE INDICATOR,RC-ILLICIT DRUG OTHER THAN MARIJUANA - EVER USED,RECODED # R's CHILDREN < 18 IN HOUSEHOLD,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.01962927447231498,0.0019129679411968336,0.01613382628755159,0.02386365504752284,0.24164287157603448,0.020794797763621697,0.20235851025726848,0.2858208276102084,0.06792115309683308,0.0062866978943685895,0.05633118443994178,0.0816892978248841,2990580.4899311415,411,309777.7932343694
"1 - Male, White, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,42472727.01572058,7365,912132.8991509164
"1 - Male, White, Not Hisp",Overall,0,0.6950698021892676,0.009966973541467911,0.6746902002672501,0.714712537555866,1.0,0.0,N/A,N/A,0.6950698021892676,0.009966973541467911,0.6746902002672501,0.714712537555866,29521509.96525567,5473,686501.4145840487
"1 - Male, White, Not Hisp",Overall,1,0.11657379369330165,0.007066431225263675,0.10311306683400302,0.13153402362619918,1.0,0.0,N/A,N/A,0.11657379369330165,0.007066431225263675,0.10311306683400302,0.13153402362619918,4951206.9167225305,667,324189.6737554897
"1 - Male, White, Not Hisp",Overall,2,0.11997265808721091,0.00535092530104352,0.10963389656635625,0.1311427872264988,1.0,0.0,N/A,N/A,0.11997265808721091,0.00535092530104352,0.10963389656635625,0.1311427872264988,5095565.956288491,785,274547.01203636016
"1 - Male, White, Not Hisp",Overall,3 - 3 or more,0.06838374603022022,0.004923692849725503,0.05913262521062928,0.07896071373731128,1.0,0.0,N/A,N/A,0.06838374603022022,0.004923692849725503,0.05913262521062928,0.07896071373731128,2904444.17745391,440,222612.04994711516
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.6155110117338977,0.010865076796635547,0.5934686908488246,0.6370890285414181,0.6155110117338977,0.010865076796635547,0.5934686908488246,0.6370890285414181,1.0,0.0,N/A,N/A,26142431.176543824,4937,686542.093283434
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,0,0.4341531499229306,0.010008390818625989,0.41416953027034575,0.45435316546146476,0.6246180578633606,0.011373448459092834,0.6015115434239198,0.6471706436336764,0.7053539930990332,0.010443738211453757,0.6839516889192893,0.725887824937321,18439668.219691843,3731,553170.6127278255
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,1,0.06421930188660235,0.005594038936390115,0.05385774608219115,0.07641329556116207,0.55088969700651,0.03853322871846577,0.47288673159220895,0.6264674635385148,0.10433493578887605,0.008677715338454392,0.08814678107580061,0.12309471381954397,2727568.8781698113,406,241216.11418007468
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,2,0.07100556373946677,0.003858387452542892,0.06363568666314924,0.0791568182410367,0.5918478832722968,0.025584728523492768,0.5396360317149653,0.642065871434206,0.11536034674577753,0.006261132748928725,0.10336808394054751,0.12854443403214647,3015799.9253037204,488,179057.38107794523
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.04613299618489596,0.003936066377679601,0.03884134515053734,0.05471557796748983,0.6746193191070405,0.03943389149298971,0.5910534140311712,0.7483786396321215,0.07495072436630999,0.006272680159620594,0.0632848217912577,0.0885637928054543,1959394.1533783653,312,171379.79852987075
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.3844889882661049,0.01086507679663554,0.3629109714585844,0.40653130915117786,0.3844889882661049,0.01086507679663554,0.3629109714585844,0.40653130915117786,1.0,0.0,N/A,N/A,16330295.839176867,2428,609457.657080789
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.26091665226633726,0.008783172407558446,0.24366450224800748,0.27893980906271565,0.3753819421366397,0.011373448459092834,0.35282935636632395,0.3984884565760805,0.6786063066278425,0.01852768728461054,0.6403183644058179,0.7146349118278454,11081841.745563837,1742,416534.4834357005
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.05235449180669917,0.005791540516861136,0.04187022775837082,0.06528512584574614,0.44911030299348886,0.03853322871846579,0.37353253646148415,0.5271132684077899,0.1361664271395586,0.013063299473526965,0.111990309151281,0.16459424657148997,2223638.0385527136,261,256591.97277246983
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,0.04896709434774399,0.004163995414435159,0.04124935929597887,0.05804139711053185,0.40815211672770196,0.025584728523492785,0.35793412856579276,0.46036396828503356,0.1273562984692135,0.010705275382895146,0.10735826639109176,0.1504515860185754,2079766.0309847647,297,193316.66040926296
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.022250749845324172,0.003345886441260223,0.016434820282434304,0.030061906621770187,0.32538068089295796,0.03943389149298973,0.25162136036787697,0.40894658596882744,0.05787096776338474,0.00835859889784167,0.04319591028981961,0.07712972228001184,945050.0240755405,128,146298.94224405166
"2 - Female, White, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,42129228.93551997,8531,798929.9594386256
"2 - Female, White, Not Hisp",Overall,0,0.6052161628118101,0.008586426250248027,0.5878454344003204,0.6223251424156461,1.0,0.0,N/A,N/A,0.6052161628118101,0.008586426250248027,0.5878454344003204,0.6223251424156461,25497290.278575677,5642,520493.275952703
"2 - Female, White, Not Hisp",Overall,1,0.15775465634030358,0.007681350569943779,0.14293193125482537,0.1738028462421055,1.0,0.0,N/A,N/A,0.15775465634030358,0.007681350569943779,0.14293193125482537,0.1738028462421055,6646082.032604927,1127,351475.62539735064
"2 - Female, White, Not Hisp",Overall,2,0.14601378421470468,0.005746166106329641,0.13484614456951283,0.15793746115884527,1.0,0.0,N/A,N/A,0.14601378421470468,0.005746166106329641,0.13484614456951283,0.15793746115884527,6151448.142922905,1112,283076.29463256465
"2 - Female, White, Not Hisp",Overall,3 - 3 or more,0.09101539663318667,0.005385238173186013,0.08076171271384956,0.10242585467729236,1.0,0.0,N/A,N/A,0.09101539663318667,0.005385238173186013,0.08076171271384956,0.10242585467729236,3834408.481416675,650,253438.67476892198
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.6757764335048969,0.009279715488090217,0.6568662119603002,0.6941297835548138,0.6757764335048969,0.009279715488090217,0.6568662119603002,0.6941297835548138,1.0,0.0,N/A,N/A,28469940.07635699,5955,567575.7578969896
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,0,0.40535437626556836,0.009851849880629544,0.38572985222538986,0.42528607173303434,0.6697679294986243,0.011233630562958464,0.646827103657048,0.6919283346132385,0.5998350285215015,0.011801189945214813,0.5759152565522204,0.6232881415613379,17077267.317707032,3963,407632.62980345165
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,1,0.10585084046111366,0.00563329873427555,0.09505746084418709,0.11771035098586102,0.6709839374425527,0.020190618595015784,0.6292359378710024,0.7101961481900663,0.1566358860904945,0.008623760714924496,0.14008349204632903,0.1747466718212592,4459414.290803458,756,256895.98509681792
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,2,0.09681726669993775,0.005177205450935023,0.08690545460467577,0.10772617693185525,0.6630693617088483,0.024928887099730172,0.6113234477994359,0.7111809124836679,0.1432681903359629,0.0069407051235941515,0.12988404178560936,0.15778143927820343,4078836.7937129713,750,238414.13758235073
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.06775395007827137,0.004405769429140453,0.059422840583482746,0.07715726968031153,0.7444229502326473,0.028729261949347388,0.6826092383789991,0.7977647261153092,0.10026089505203263,0.0063311469180608645,0.088241599161894,0.11371314553832963,2854421.674133286,486,199422.10458060814
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.3242235664951094,0.009279715488090182,0.3058702164451926,0.3431337880397061,0.3242235664951094,0.009279715488090182,0.3058702164451926,0.3431337880397061,1.0,0.0,N/A,N/A,13659288.859163247,2576,527788.1097109176
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.19986178654623804,0.006745779503650075,0.18665620417654102,0.2137561024660707,0.33023207050136955,0.011233630562958489,0.3080716653867553,0.35317289634294596,0.6164320154354133,0.014772552726041478,0.5863605440795888,0.6456385012331208,8420022.960868487,1679,360592.71657905204
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.0519038158791899,0.004355711449407845,0.04382035455892309,0.061382693665423434,0.32901606255744714,0.020190618595015787,0.28980385180993345,0.3707640621289975,0.1600864996961065,0.012726367195819857,0.13614406843947113,0.1873264187795891,2186667.741801468,371,187403.99107140445
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,0.049196517514766634,0.004181729904449361,0.041445504824687174,0.05830892362563637,0.33693063829114966,0.024928887099730176,0.2888190875163301,0.38867655220056213,0.1517364022812596,0.011853916643270129,0.12942784711710464,0.1771078692165727,2072611.3492099217,362,183250.92905413717
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.023261446554915327,0.0031515623083607485,0.01770523822824535,0.030507136586052006,0.255577049767353,0.028729261949347384,0.202235273884691,0.31739076162100105,0.07174508258722212,0.00901174394732177,0.05562043790243724,0.09208851090107219,979986.8072833901,164,138071.72795159003
"3 - Male, Black, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,9571329.698891299,1085,526667.197087367
"3 - Male, Black, Not Hisp",Overall,0,0.7449290057551815,0.020320959652692063,0.7020204778578136,0.7835637200655473,1.0,0.0,N/A,N/A,0.7449290057551815,0.020320959652692063,0.7020204778578136,0.7835637200655473,7129961.116350136,876,421012.1598156713
"3 - Male, Black, Not Hisp",Overall,1,0.11553263829960442,0.01965650734596114,0.08152511026983553,0.16123581895524863,1.0,0.0,N/A,N/A,0.11553263829960442,0.01965650734596114,0.08152511026983553,0.16123581895524863,1105800.97214827,90,194810.2604037704
"3 - Male, Black, Not Hisp",Overall,2,0.08635300140902047,0.012319021398344426,0.06460835418146406,0.11452005518002537,1.0,0.0,N/A,N/A,0.08635300140902047,0.012319021398344426,0.06460835418146406,0.11452005518002537,826513.0469745598,70,130995.54222018213
"3 - Male, Black, Not Hisp",Overall,3 - 3 or more,0.05318535453619289,0.010987243991438843,0.03497350901818281,0.08009360602472788,1.0,0.0,N/A,N/A,0.05318535453619289,0.010987243991438843,0.03497350901818281,0.08009360602472788,509054.5634183261,49,112584.11773712935
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.8151740792316698,0.02153651212944503,0.767968986871132,0.854593945243343,0.8151740792316698,0.02153651212944503,0.767968986871132,0.854593945243343,1.0,0.0,N/A,N/A,7802299.87431645,891,420526.29334055545
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,0,0.6124311202600845,0.026492981276531876,0.5580758126622379,0.664124552525831,0.8221335396105626,0.025230464436358704,0.7657225468597462,0.8673151688257363,0.7512887564301877,0.02354407194815698,0.7010732853402137,0.7955289836552006,5861780.169870615,723,359957.16973352176
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,1,0.0932341117276076,0.017972072030581043,0.06286983124650343,0.1361331138582774,0.8069937041152709,0.06456670560529769,0.6451903373114914,0.9057849711671297,0.1143732536435457,0.022239684663811477,0.07671591613652792,0.16716852392406492,892374.4225282001,74,180602.72328054695
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,2,0.07483544631556367,0.011658521454904518,0.054531508678359986,0.10188457506848217,0.8666224114330129,0.060216482423654384,0.6953061123345615,0.9487190774814329,0.09180302492701768,0.01406267626610907,0.06719518930702312,0.1242224985928811,716274.72984994,56,117080.76198060301
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.03467340092841421,0.009448614572556314,0.019967254964496462,0.059552644195639735,0.6519351282093794,0.11161787295898144,0.41085387662484935,0.834180366000999,0.04253496499924912,0.011534525363115925,0.02453446926198216,0.07275705485448729,331870.55206769606,38,92141.16527276774
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.1848259207683298,0.021536512129445032,0.1454060547566567,0.23203101312886767,0.1848259207683298,0.021536512129445032,0.1454060547566567,0.23203101312886767,1.0,0.0,N/A,N/A,1769029.8245748451,194,251586.5162622875
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.13249788549509733,0.018742245293338695,0.09916268411289368,0.17486401064305682,0.1778664603894379,0.025230464436358697,0.13268483117426408,0.23427745314025422,0.7168793475736388,0.05384040020403251,0.5977793391703509,0.8118151560796273,1268180.9464795238,153,207020.71650644363
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.022298526571996827,0.008141076176139815,0.010658065899614199,0.046060499476434404,0.19300629588472903,0.06456670560529768,0.09421502883287022,0.35480966268850844,0.1206461002834496,0.041270180626062136,0.0590962675436995,0.2305906885829957,213426.54962007003,16,76424.16249968288
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,0.011517555093456817,0.0055246977177069775,0.004377098219152117,0.029955924582155145,0.13337758856698742,0.06021648242365438,0.051280922518567286,0.30469388766543853,0.06231569168208558,0.03010442235188531,0.023067099877229463,0.15757414824758567,110238.31712461999,14,55111.44437441296
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.01851195360777868,0.006957762959600185,0.008664544035265745,0.03910958992707563,0.34806487179062057,0.11161787295898144,0.16581963399900104,0.5891461233751507,0.1001588604608252,0.03556755153971713,0.04796573250486449,0.19737102390965944,177184.01135063,11,69506.46031995998
"4 - Female, Black, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,10124164.640151119,1329,518234.00364821363
"4 - Female, Black, Not Hisp",Overall,0,0.582218352418708,0.019914736995443865,0.541762571618,0.6215971557496506,1.0,0.0,N/A,N/A,0.582218352418708,0.019914736995443865,0.541762571618,0.6215971557496506,5894474.456404526,874,350464.2131106903
"4 - Female, Black, Not Hisp",Overall,1,0.1946738661198023,0.018804455302300266,0.15964956276631945,0.23523105786020568,1.0,0.0,N/A,N/A,0.1946738661198023,0.018804455302300266,0.15964956276631945,0.23523105786020568,1970910.2717316155,210,229076.56678058332
"4 - Female, Black, Not Hisp",Overall,2,0.11267009135603157,0.012906110914640273,0.0892324346465047,0.14130870769395232,1.0,0.0,N/A,N/A,0.11267009135603157,0.012906110914640273,0.0892324346465047,0.14130870769395232,1140690.554909331,133,137875.6083072401
"4 - Female, Black, Not Hisp",Overall,3 - 3 or more,0.11043769010545747,0.013744718149360237,0.085701144433979,0.1412113854365179,1.0,0.0,N/A,N/A,0.11043769010545747,0.013744718149360237,0.085701144433979,0.1412113854365179,1118089.3571056395,112,149431.8505999619
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.8322947658016858,0.016241542789137132,0.7970993637140011,0.8624387200950829,0.8322947658016858,0.016241542789137132,0.7970993637140011,0.8624387200950829,1.0,0.0,N/A,N/A,8426289.238112284,1112,468599.48129234015
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,0,0.4879228634256748,0.019870688790798684,0.4481725845152438,0.5278264839041498,0.8380410225797561,0.018119621136785825,0.7982806497343676,0.871228537054294,0.5862380534806032,0.02155735852853837,0.5423800687281819,0.6287696675155235,4939811.401015501,730,319301.7500521397
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,1,0.1515066554481563,0.014981993748687996,0.12380098314237249,0.18410980706040753,0.7782588308741919,0.040392846003004426,0.6868465513818393,0.8488588992785618,0.1820348531234863,0.01742588430748611,0.14960687657084884,0.21967601324443414,1533878.323835783,167,183549.26758563807
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,2,0.10086992375508798,0.012239838321437822,0.07880737663409393,0.12824909839999912,0.8952679681100489,0.04138896643632956,0.7788711228866794,0.9540137756218169,0.1211949514760287,0.014613838758734479,0.09476812582294786,0.15373953699611353,1021223.715336001,117,127815.64886235936
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.09199532317276604,0.010396463828179497,0.0731351803154296,0.11511507157572583,0.8330065857491159,0.056660236603710744,0.6876102428986353,0.9187291388981172,0.11053214191988098,0.012191274100630686,0.08831510541663448,0.13749531061561357,931375.7979249927,98,115703.72797151834
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.16770523419831476,0.016241542789137135,0.13756127990491757,0.20290063628599933,0.16770523419831476,0.016241542789137135,0.13756127990491757,0.20290063628599933,1.0,0.0,N/A,N/A,1697875.4020388406,217,182428.25665730066
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.09429548899303367,0.010987594183353782,0.07442040052921049,0.11879724988477958,0.16195897742024482,0.018119621136785828,0.12877146294570682,0.20171935026563317,0.5622692067054232,0.05108555730957873,0.45846522909228893,0.6608929726342301,954663.0553890305,144,117478.60283679834
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.04316721067164603,0.009690583509676751,0.027390404288896435,0.06740166395448122,0.2217411691258082,0.040392846003004426,0.15114110072143822,0.31315344861816075,0.25739930466690114,0.05027799463900397,0.16968613969930635,0.3702355378595409,437031.94789583277,43,100899.50646445958
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,0.011800167600943594,0.00492031538457484,0.005090474459199666,0.02711281487779773,0.10473203188995103,0.04138896643632956,0.045986224378183144,0.2211288771133206,0.07036254805851594,0.02771027998085325,0.031309683388393995,0.15055566459297423,119466.83957333,16,50690.24799982131
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.018442366932691447,0.007542191596246895,0.008071239729860362,0.04158122284926398,0.16699341425088432,0.05666023660371074,0.08127086110188293,0.312389757101365,0.10996894056915946,0.042567620430787816,0.049050506407147226,0.22837558546701242,186713.559180647,14,76570.94932728478
"5 - Male, Hispanic",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,16936887.752560694,1956,738101.5122698165
"5 - Male, Hispanic",Overall,0,0.6703881548110474,0.01910289099328527,0.6309511045876898,0.7075641689121192,1.0,0.0,N/A,N/A,0.6703881548110474,0.01910289099328527,0.6309511045876898,0.7075641689121192,11354288.928680992,1530,565603.3511609561
"5 - Male, Hispanic",Overall,1,0.11845587055566446,0.01165010935377846,0.09698172929636897,0.14392705751958554,1.0,0.0,N/A,N/A,0.11845587055566446,0.01165010935377846,0.09698172929636897,0.14392705751958554,2006273.7832331483,160,199482.64225085237
"5 - Male, Hispanic",Overall,2,0.13153294992966638,0.018839185652020907,0.09808157868160508,0.17418972084335355,1.0,0.0,N/A,N/A,0.13153294992966638,0.018839185652020907,0.09808157868160508,0.17418972084335355,2227758.8087219456,164,370464.6054416551
"5 - Male, Hispanic",Overall,3 - 3 or more,0.07962302470362179,0.011267277900049296,0.05973208046328863,0.1053952479781877,1.0,0.0,N/A,N/A,0.07962302470362179,0.011267277900049296,0.05973208046328863,0.1053952479781877,1348566.2319246095,102,179457.43222991147
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,Overall,0.7510817312181074,0.01730978047507863,0.7147209669813309,0.7842073206127675,0.7510817312181074,0.01730978047507863,0.7147209669813309,0.7842073206127675,1.0,0.0,N/A,N/A,12720986.974640045,1485,557040.3522223505
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,0,0.5053925950031325,0.022610713720370518,0.4600578561865404,0.5506388320619023,0.7538805561765634,0.021815498184879118,0.7074972612753543,0.7950394526750011,0.67288628387151,0.023393257283345317,0.6242904718888743,0.7180354351080833,8559777.652543422,1185,487709.78268769465
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,1,0.08706711451014548,0.00970494521369874,0.06944672701235174,0.10863630830852015,0.735017303082764,0.040855096728855275,0.645405957238117,0.8086950436530024,0.11592229033309023,0.012689914601001396,0.09276511646150871,0.14394305793051085,1474645.9453976825,113,157299.75557154047
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,2,0.09876314717735164,0.016120327032012077,0.07077719743629696,0.1361931045786107,0.7508624054289249,0.047940432890508915,0.6430159084524588,0.83451303449771,0.13149454057040794,0.02177135976654911,0.0935777571003529,0.18169516761970125,1672740.3378324362,117,309659.09972342127
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,3 - 3 or more,0.05985887452747916,0.012089117061272539,0.039714386607457325,0.08927143461621075,0.7517784554190187,0.07029040954868024,0.5869924598121989,0.8658431201888219,0.07969688522499381,0.01597653470400286,0.0529507121693519,0.11826584833832703,1013823.038866529,70,193978.76047395743
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,Overall,0.2489182687818929,0.017309780475078623,0.21579267938723284,0.2852790330186694,0.2489182687818929,0.017309780475078623,0.21579267938723284,0.2852790330186694,1.0,0.0,N/A,N/A,4215900.777920653,471,383679.3012697712
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,0,0.1649955598079164,0.01437434454655645,0.13810965987833107,0.19592558253183384,0.2461194438234388,0.021815498184879115,0.20496054732500102,0.2925027387246478,0.662850342866914,0.03430457152654245,0.5909042256935425,0.7279685148481123,2794511.2761375946,345,287169.86849465914
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,1,0.031388756045518926,0.00582015247931809,0.021585476294462957,0.04543753922165912,0.2649826969172356,0.040855096728855275,0.1913049563469972,0.3545940427618826,0.1261006522306419,0.020469809585775704,0.09038196703299792,0.17324672445522946,531627.837835465,47,103754.15889225114
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,2,0.03276980275231479,0.007426617852282339,0.020723395632777954,0.05145081705365798,0.2491375945710754,0.047940432890508915,0.16548696550229033,0.3569840915475414,0.1316488456740326,0.03030021887896399,0.0817477818563885,0.2052036989759012,555018.47088951,47,132541.85883905276
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.019764150176142605,0.004992323575686657,0.011873463003158965,0.03272504331479166,0.24822154458098097,0.07029040954868022,0.13415687981117783,0.4130075401878007,0.07940015922841061,0.018447873931089574,0.04938585473944421,0.12525223774976882,334743.19305808,32,86730.84260917612
"6 - Female, Hispanic",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,15644766.585118601,2266,592826.5758636115
"6 - Female, Hispanic",Overall,0,0.5737691921594287,0.017316332154480786,0.5386792983444679,0.6081316590874478,1.0,0.0,N/A,N/A,0.5737691921594287,0.017316332154480786,0.5386792983444679,0.6081316590874478,8976485.085066324,1496,447538.26430974266
"6 - Female, Hispanic",Overall,1,0.13662473563369193,0.013566498119799092,0.1115884525175765,0.16622721236229474,1.0,0.0,N/A,N/A,0.13662473563369193,0.013566498119799092,0.1115884525175765,0.16622721236229474,2137462.098742646,273,233029.50981311678
"6 - Female, Hispanic",Overall,2,0.18202424964126135,0.011975787547947325,0.15919267651507868,0.20732292997294383,1.0,0.0,N/A,N/A,0.18202424964126135,0.011975787547947325,0.15919267651507868,0.20732292997294383,2847726.898468892,318,188665.45783609993
