RC-COMBINED GENDER BY RACE INDICATOR,ILLICIT DRUG OTHER THAN MARIJUANA - EVER USED,RECODED # R's CHILDREN < 18 IN HOUSEHOLD,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,1 - Illicit drug except for marijuana are ever used,Overall,0.37482799654478427,0.0015358524903106778,0.37174826535400834,0.37791789402659404,0.37482799654478427,0.0015358524903106778,0.37174826535400834,0.37791789402659404,1.0,0.0,N/A,N/A,12444948.2380409,87885,81175.67093679863
Overall,1 - Illicit drug except for marijuana are ever used,0,0.3102798638090301,0.0014168211849592597,0.3074412977353356,0.313132788288059,0.37457110662788934,0.0016409454727567595,0.3712810308262264,0.37787281457786404,0.8277926586840693,0.0015348698684620526,0.824687893294901,0.8308537165383965,10301836.7891535,70144,72495.56850836209
Overall,1 - Illicit drug except for marijuana are ever used,1,0.04063363874910442,0.0004981027982808604,0.039644880991807914,0.041645987099874104,0.38560848492141164,0.004086301263103607,0.3774341193220849,0.39384789073573845,0.10840609325789656,0.0012767834396555774,0.10586811680177426,0.11099735959846835,1349108.2192827573,11031,17821.309672874995
Overall,1 - Illicit drug except for marijuana are ever used,2,0.01743593406653225,0.0003603305904458643,0.016726751723431126,0.01817462861664904,0.35955780125555425,0.005473682390325478,0.3486388744789833,0.37062411596580563,0.04651716047696296,0.0009435966322684202,0.04465819646345747,0.04844958225034656,578903.6543164459,4882,11641.702352183323
Overall,1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.006478559920113999,0.00020786490035306016,0.0060741391838153485,0.0069097200993922326,0.3645470956671902,0.010733483976833278,0.3432718080392544,0.3863652263481903,0.017284087581061848,0.0005483395241618524,0.0162165051360118,0.01842063628011475,215099.57528808023,1828,6988.621803891051
"1 - Male, White, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,10008221.085550215,68308,71680.13529232443
"1 - Male, White, Not Hisp",Overall,0,0.9233190801004673,0.001161208890881461,0.9209539552286264,0.9256191538852736,1.0,0.0,N/A,N/A,0.9233190801004673,0.001161208890881461,0.9209539552286264,0.9256191538852736,9240781.486152325,62133,68791.41071270584
"1 - Male, White, Not Hisp",Overall,1,0.05118511013246587,0.0010040594993545547,0.04920557518716056,0.05323982230173715,1.0,0.0,N/A,N/A,0.05118511013246587,0.0010040594993545547,0.04920557518716056,0.05323982230173715,512271.8984939549,4006,10506.626173272956
"1 - Male, White, Not Hisp",Overall,2,0.019321812458702774,0.0005428483128309073,0.018261100871454727,0.02044285342112515,1.0,0.0,N/A,N/A,0.019321812458702774,0.0005428483128309073,0.018261100871454727,0.02044285342112515,193376.97086023595,1663,5518.6595559983125
"1 - Male, White, Not Hisp",Overall,3 - 3 or more,0.006173997308361258,0.0003570968679758034,0.005496620230866984,0.006934269034323649,1.0,0.0,N/A,N/A,0.006173997308361258,0.0003570968679758034,0.005496620230866984,0.006934269034323649,61790.730043671414,506,3509.959132402877
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.5367746177235777,0.002559201123742014,0.5316305834742574,0.5419108367525051,0.5367746177235777,0.002559201123742014,0.5316305834742574,0.5419108367525051,1.0,0.0,N/A,N/A,5372159.047289266,37214,45009.51621238108
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,0,0.4991702158526356,0.002503108506598946,0.4941428277908789,0.5041977717003573,0.5406259077829524,0.0026280775585323666,0.5353428956702707,0.545899804344412,0.9299437778365535,0.001505087084133717,0.9268597467581547,0.9329071810208501,4995805.879575,34163,43608.03597153735
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,1,0.02491482629712185,0.0006619121885802335,0.023619341109489447,0.026279454422178553,0.4867592593362183,0.009630099578679864,0.46744608116057595,0.506112056595332,0.04641580558109067,0.0012170942664835474,0.04403153649800338,0.04892257362039301,249353.08988967587,1961,6579.475554841598
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,2,0.009904804199451188,0.00040692752009317893,0.009119978198788377,0.01075643577918882,0.5126229343453723,0.017318922691483628,0.47783189443901497,0.5472920927190842,0.018452445164893874,0.0007504921419172264,0.017003926902718843,0.020021845417317417,99129.4702371937,852,4153.06655537406
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.0027847713743668536,0.0002555535961633925,0.002315901813262466,0.0033482480906843835,0.4510483622329284,0.028948080541716104,0.3938249398349072,0.509596513626954,0.0051879714174579775,0.0004743713552631639,0.004317185863325802,0.006233296707720343,27870.607587374994,238,2533.9340262056526
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.46322538227641397,0.0025592011237420163,0.4580891632474866,0.4683694165257342,0.46322538227641397,0.0025592011237420163,0.4580891632474866,0.4683694165257342,1.0,0.0,N/A,N/A,4636062.038260865,31094,43057.7098006308
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.424148864247823,0.002487351817314303,0.4191607840812146,0.42915244606624964,0.4593740922170383,0.0026280775585323696,0.45410019565557863,0.46465710432972,0.9156425370376761,0.001822175417838641,0.9119097733954175,0.9192311369384897,4244975.606577238,27970,40607.2738934706
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.026270283835343952,0.0007447192603907888,0.02481519407786807,0.027808262724988694,0.5132407406637803,0.009630099578679868,0.4938879434046666,0.5325539188394227,0.05671166745277368,0.0015977845483674791,0.05358646930044598,0.060007572750606954,262918.8086042783,2045,7810.83470378318
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,0.009417008259251614,0.00045236164943757005,0.008550502857037772,0.010370406566285227,0.48737706565462924,0.01731892269148362,0.45270790728091737,0.5221681055609865,0.020329214718273654,0.0009543103655461484,0.01849836109483814,0.02233715100984515,94247.50062304254,811,4508.340382164551
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.0033892259339944036,0.0002476632788745605,0.002926460887151228,0.003924880560034203,0.5489516377670715,0.028948080541716104,0.490403486373046,0.6061750601650927,0.007316580791274513,0.0005347308948245571,0.0063171759735507265,0.008472747669896195,33920.12245629641,268,2458.051199368245
"2 - Female, White, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,9858046.380033156,73695,66807.45785603923
"2 - Female, White, Not Hisp",Overall,0,0.7865731173138759,0.00207363082250807,0.7823784990938053,0.7907085130340413,1.0,0.0,N/A,N/A,0.7865731173138759,0.00207363082250807,0.7823784990938053,0.7907085130340413,7754074.27176745,55880,62077.117238914274
"2 - Female, White, Not Hisp",Overall,1,0.13486646394778298,0.0016287686140675694,0.13162834936868217,0.13817156255075244,1.0,0.0,N/A,N/A,0.13486646394778298,0.0016287686140675694,0.13162834936868217,0.13817156255075244,1329519.856708314,11079,16019.200446448382
"2 - Female, White, Not Hisp",Overall,2,0.05928554097264895,0.0011288046572434961,0.057058478066608756,0.061593850869818605,1.0,0.0,N/A,N/A,0.05928554097264895,0.0011288046572434961,0.057058478066608756,0.061593850869818605,584439.6125737294,5087,10832.731859883212
"2 - Female, White, Not Hisp",Overall,3 - 3 or more,0.019274877765687502,0.0006777140327100916,0.017959743280232768,0.020684286947831552,1.0,0.0,N/A,N/A,0.019274877765687502,0.0006777140327100916,0.017959743280232768,0.020684286947831552,190012.63898361725,1649,6982.09331321379
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.5954683454513989,0.0024701302082214193,0.5904973441045788,0.6004198367607692,0.5954683454513989,0.0024701302082214193,0.5904973441045788,0.6004198367607692,1.0,0.0,N/A,N/A,5870154.567301496,44425,47963.70182592392
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,0,0.47957559932970945,0.002670717989378434,0.47421386449388375,0.4849420434674419,0.6097025041580953,0.0029587135193865763,0.6037437380944659,0.615628711602495,0.8053754712455182,0.0025736257677790217,0.8001540808980362,0.8104927513347842,4727678.500924474,34549,45349.23476019299
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,1,0.07146767071830541,0.0012970888653783936,0.06890582087026931,0.07411718571713186,0.5299143213688464,0.006853578469489874,0.5161292236719361,0.5436539296172394,0.1200192609132377,0.0021543476828000782,0.11575904597167314,0.12441420204783822,704531.6126139922,6023,12805.91996628068
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,2,0.033923601814943465,0.000828692601676449,0.03229795432563152,0.035628060236893654,0.572207004581335,0.008275104383102585,0.5555105219188431,0.5887406268472776,0.05696961404258599,0.0013955550695485329,0.054230495593564666,0.059838328829947274,334420.4400694896,2932,7863.009901638216
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.010501473588442181,0.0004701340052539878,0.00959799269375476,0.011489014623786592,0.5448269875483495,0.015982522417021288,0.5125830555599482,0.5766993867149339,0.01763565379866073,0.0007919540470880923,0.016113453216938738,0.01929883254378438,103524.01369355625,921,4815.276231880643
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.40453165454859885,0.0024701302082214167,0.3995801632392287,0.409502655895419,0.40453165454859885,0.0024701302082214167,0.3995801632392287,0.409502655895419,1.0,0.0,N/A,N/A,3987891.812731638,29270,35191.504050009156
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.30699751798417274,0.0024485526387276334,0.3021015171304099,0.311937400323835,0.39029749584191264,0.002958713519386578,0.384371288397513,0.39625626190554214,0.758896156907027,0.0033812899754718483,0.7520395337821241,0.7656222700998165,3026395.770843038,21331,32416.352424728695
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.06339879322947764,0.0011691294721462996,0.06109068068836513,0.06578799999792695,0.4700856786311541,0.006853578469489877,0.45634607038276104,0.48387077632806436,0.15672146423305708,0.002848265552784886,0.1510851883907458,0.16252774737443781,624988.2440943226,5056,11481.99839207937
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,0.025361939157705727,0.0006725336813804245,0.024045586551656,0.026748379181236966,0.427792995418669,0.008275104383102586,0.41125937315272637,0.44448947808116096,0.06269457253229326,0.0016507805925481721,0.05945956249697743,0.06609322114015888,250019.1725042421,2155,6697.322314139705
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.008773404177245326,0.0004456355501844632,0.007922111408370867,0.00971527917379909,0.45517301245165087,0.015982522417021288,0.4233006132850664,0.48741694444005224,0.021687806327628987,0.001082502957444162,0.019616855502899884,0.02397204148449601,86488.62529006106,728,4443.625695590285
"3 - Male, Black, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,2170831.1461109845,13736,30745.41953236734
"3 - Male, Black, Not Hisp",Overall,0,0.913264878688616,0.0029787028509264497,0.9070922397711925,0.9190640091009952,1.0,0.0,N/A,N/A,0.913264878688616,0.0029787028509264497,0.9070922397711925,0.9190640091009952,1982543.8433065177,12394,28399.668252728734
"3 - Male, Black, Not Hisp",Overall,1,0.05046851242724667,0.0021961226926146497,0.04623560834515968,0.05506656782055812,1.0,0.0,N/A,N/A,0.05046851242724667,0.0021961226926146497,0.04623560834515968,0.05506656782055812,109558.61867495635,768,5084.25678527465
"3 - Male, Black, Not Hisp",Overall,2,0.025043733374072147,0.0015177507047971252,0.022169420874989375,0.028279928837794968,1.0,0.0,N/A,N/A,0.025043733374072147,0.0015177507047971252,0.022169420874989375,0.028279928837794968,54365.716423334954,391,3382.6822568823827
"3 - Male, Black, Not Hisp",Overall,3 - 3 or more,0.011222875510064536,0.0010335378893930214,0.009325932197363999,0.013500408853923835,1.0,0.0,N/A,N/A,0.011222875510064536,0.0010335378893930214,0.009325932197363999,0.013500408853923835,24362.967706174295,183,2299.555515499549
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.7570452773631366,0.004372047108501153,0.7481563618701906,0.7657187005645196,0.7570452773631366,0.004372047108501153,0.7481563618701906,0.7657187005645196,1.0,0.0,N/A,N/A,1643417.467116126,10339,25972.156848355524
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,0,0.6960511190231806,0.004615482370628439,0.686701828668558,0.7052411686547938,0.7621568892725414,0.004514854093115801,0.7529699711384861,0.7711060103124808,0.9194312940536334,0.003239003739052691,0.91268125796903,0.9257020072283471,1511009.4484609244,9389,23741.90223062696
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,1,0.03595550249955012,0.001987379654848735,0.032170200206721865,0.04016771662057608,0.712434362938319,0.020321136508028834,0.6699609553887661,0.7514694585900318,0.04749452057185625,0.002613181461636283,0.04251291696566772,0.05302753292962662,78053.32470009474,556,4550.474486182335
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,2,0.016950066329126837,0.001339264827503037,0.014459685752947942,0.01986071966961837,0.676818670601057,0.030147949971250608,0.6135722350613717,0.7341979129706365,0.02238976562691942,0.0017544134802400689,0.019124074667157636,0.02619822234523573,36795.73191591562,267,3005.905007949884
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.008088589511280438,0.0009003924309891891,0.006466786506626734,0.010112983853138224,0.7207234459677193,0.04299697213559152,0.6269119504108962,0.7985271423886927,0.01068441974759263,0.0011861741996374825,0.008546727498135965,0.013349588541112414,17558.9620391942,127,1982.9903089230836
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.2429547226368619,0.00437204710850115,0.23428129943547896,0.251843638129808,0.2429547226368619,0.00437204710850115,0.23428129943547896,0.251843638129808,1.0,0.0,N/A,N/A,527413.6789948553,3397,11496.376609469966
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.21721375966543613,0.004215356470767423,0.20886623684834224,0.22579968027923236,0.23784311072745923,0.004514854093115801,0.22889398968751978,0.2470300288615146,0.894050369994659,0.006429731875349188,0.8804249621786351,0.9062884384969752,471534.39484559465,3005,11002.111095105345
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.014513009927696554,0.0011265146437373296,0.012415788487193408,0.01695840186695219,0.28756563706168103,0.020321136508028834,0.24853054140996814,0.3300390446112339,0.05973545099342963,0.004530376532242984,0.05125904525696785,0.06951085287030104,31505.293974861605,212,2456.1701272056107
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,0.008093667044945295,0.0008545531359442479,0.006545914273265469,0.010003694115673895,0.3231813293989423,0.030147949971250598,0.2658020870293628,0.3864277649386276,0.033313478977079564,0.0034322509410805277,0.02706743955582236,0.04094019474028343,17569.9845074193,124,1831.0347075977406
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.003134285998784101,0.0005543129077544398,0.0021967996411300524,0.004470053274525629,0.27927655403228097,0.04299697213559152,0.20147285761130748,0.373088049589104,0.012900700034832567,0.0022835492352012523,0.009034133019309512,0.018391426857080718,6804.0056669801015,56,1214.74738691495
"4 - Female, Black, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,2442557.6157060377,17492,34674.97212132409
"4 - Female, Black, Not Hisp",Overall,0,0.6459782000839324,0.004779498761262289,0.6363205318350271,0.6555182451729121,1.0,0.0,N/A,N/A,0.6459782000839324,0.004779498761262289,0.6363205318350271,0.6555182451729121,1577838.9721950877,10835,24416.378163751502
"4 - Female, Black, Not Hisp",Overall,1,0.21180220509725017,0.003770327331080276,0.20432827112715576,0.21947411280514645,1.0,0.0,N/A,N/A,0.21180220509725017,0.003770327331080276,0.20432827112715576,0.21947411280514645,517339.0890836206,3882,11024.008324942302
"4 - Female, Black, Not Hisp",Overall,2,0.09699273750724967,0.002587498809767614,0.09191842764880125,0.10231560976678157,1.0,0.0,N/A,N/A,0.09699273750724967,0.002587498809767614,0.09191842764880125,0.10231560976678157,236910.3496665093,1899,7732.609612672389
"4 - Female, Black, Not Hisp",Overall,3 - 3 or more,0.04522685731156628,0.0021539360529480574,0.041092387574502814,0.04975572798380602,1.0,0.0,N/A,N/A,0.04522685731156628,0.0021539360529480574,0.041092387574502814,0.04975572798380602,110469.20476081652,876,5724.044597763636
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.7944996277697228,0.004894883076918023,0.7844935418042502,0.8041571064779125,0.7944996277697228,0.004894883076918023,0.7844935418042502,0.8041571064779125,1.0,0.0,N/A,N/A,1940611.1164845487,13974,28322.003300728342
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,0,0.5154439010300428,0.005514428514640772,0.504362071721983,0.5265105636881204,0.797927702456632,0.006013375330363281,0.7855796804983323,0.809736851260173,0.6487654405540372,0.005335496381949865,0.637975276803927,0.6594056954899092,1259001.42593016,8721,20357.605463895197
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,1,0.1691369903254607,0.0033619177038674113,0.16249131378750256,0.1759973491537774,0.7985610454234908,0.008070596741241168,0.7818625025928357,0.8142849350392048,0.21288492079002364,0.004223672151877912,0.20452473570195753,0.22149168638007574,413126.8438170525,3075,9333.830950765381
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,2,0.07491951573633253,0.0022611959323936975,0.07050239420219244,0.07958968266321852,0.7724239738128096,0.013771185668703717,0.7435870685182607,0.7988949002606566,0.09429773547741314,0.0027793118473269365,0.08886141955062625,0.10003011882733667,182995.23372678735,1497,6446.32466431802
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.03499922067788495,0.0018658558037103023,0.031438895923656354,0.03894652482899821,0.7738592234427545,0.022057976313300785,0.7265252411092579,0.815085676694166,0.0440519031785237,0.0023174106660813127,0.03962486242478584,0.04894834076754539,85487.61301054411,681,4975.026673304241
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.20550037223027587,0.004894883076918026,0.1958428935220862,0.21550645819574846,0.20550037223027587,0.004894883076918026,0.1958428935220862,0.21550645819574846,1.0,0.0,N/A,N/A,501946.49922148586,3518,14816.513987539474
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.13053429905388772,0.0039781733805639985,0.12274960929842264,0.13873461098261394,0.20207229754336495,0.006013375330363285,0.19026314873982392,0.2144203195016647,0.6352022511551267,0.011590562570826508,0.6116214447458765,0.6581515510508087,318837.5462649229,2114,11328.596734653072
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.04266521477178955,0.0019161061551620838,0.038978211575961486,0.046684034895173705,0.20143895457650962,0.008070596741241168,0.18571506496079557,0.21813749740716468,0.20761624083084648,0.008526966916845489,0.19100980914554647,0.22526442030479144,104212.24526656831,807,4932.980439121367
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,0.022073221770917154,0.00152544548264526,0.019208423670208002,0.02535423877045052,0.22757602618719058,0.013771185668703717,0.2011050997393436,0.2564129314817394,0.1074120768315823,0.006837765816682196,0.09443028492219115,0.12193822671704088,53915.115939722,402,3891.592079287772
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.010227636633681331,0.0011479866034876437,0.008161284391235,0.012810410467296076,0.2261407765572454,0.02205797631330078,0.18491432330583388,0.2734747588907421,0.04976943118244395,0.005393034236293684,0.03998857133425967,0.06178862999156773,24981.591750272397,195,2801.673418729448
"5 - Male, Hispanic",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,3294700.659867587,19397,43886.406546190956
"5 - Male, Hispanic",Overall,0,0.8654407897243593,0.003548369146872526,0.8581529588343177,0.8724098567000421,1.0,0.0,N/A,N/A,0.8654407897243593,0.003548369146872526,0.8581529588343177,0.8724098567000421,2851368.3409811724,16420,40675.58857117641
"5 - Male, Hispanic",Overall,1,0.07821744364101392,0.0030816940222012463,0.07224751734489346,0.08463567189382891,1.0,0.0,N/A,N/A,0.07821744364101392,0.0030816940222012463,0.07224751734489346,0.08463567189382891,257703.06317720437,1729,10806.108968660095
"5 - Male, Hispanic",Overall,2,0.04070514887414546,0.0019408633891902533,0.03698068169965505,0.04478727642858181,1.0,0.0,N/A,N/A,0.04070514887414546,0.0019408633891902533,0.03698068169965505,0.04478727642858181,134111.2808556554,887,6415.758430155997
"5 - Male, Hispanic",Overall,3 - 3 or more,0.015636617760479737,0.0012242337597374868,0.013358771311456755,0.018295664727550162,1.0,0.0,N/A,N/A,0.015636617760479737,0.0012242337597374868,0.013358771311456755,0.018295664727550162,51517.97485354982,361,4015.19455430673
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,Overall,0.6305386539862277,0.005206612820345825,0.6200209970138842,0.6409337824169853,0.6305386539862277,0.005206612820345825,0.6200209970138842,0.6409337824169853,1.0,0.0,N/A,N/A,2077436.1193604444,12228,32503.803031161562
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,0,0.547020898621544,0.005353410343174918,0.5362479664398666,0.5577499641340989,0.6320720089883546,0.005503580894070533,0.6209500132029517,0.6430552573515915,0.8675453838766436,0.004310820841320067,0.8586445506673024,0.8759667123123681,1802270.1156497614,10404,29810.31435349697
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,1,0.04912300073511269,0.002396839860130796,0.04452647484797745,0.05416713159337873,0.6280312734403233,0.018665479893641975,0.5898377239129575,0.6646901103428083,0.07790640656930391,0.003691096010936585,0.07080813104864192,0.08565066863459911,161845.58293665174,1058,8327.416684693211
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,2,0.02455273616808277,0.0014202798807615579,0.021855931550348137,0.02757291951316373,0.603185023201766,0.02473925514459791,0.5525925780852655,0.6516628272370967,0.03893930374111379,0.0022858247998674766,0.034599038538021425,0.043799330329489704,80893.91605453707,547,4663.431124295349
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,3 - 3 or more,0.009842018461487703,0.0010600803031454449,0.007925637771089481,0.012216064889383567,0.6294211838037376,0.03670037015781798,0.5532228533004565,0.6996786282452794,0.015608905812937956,0.0016821257874199747,0.012566552806343837,0.019373359125360572,32426.50471949251,219,3516.380541525352
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,Overall,0.3694613460137703,0.005206612820345826,0.3590662175830127,0.37997900298611376,0.3694613460137703,0.005206612820345826,0.3590662175830127,0.37997900298611376,1.0,0.0,N/A,N/A,1217264.540507136,7169,23648.07140770582
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,0,0.3184198911028151,0.004882857686657181,0.3086938458597501,0.32830684521205433,0.36792799101164503,0.005503580894070533,0.35694474264840803,0.379049986797048,0.8618489986526146,0.006050420992489534,0.8492416900844071,0.8735589802003516,1049098.22533141,6016,21933.179871532357
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,1,0.029094442905901272,0.0018772128507794292,0.02555187853701871,0.033111466519778754,0.3719687265596772,0.018665479893641975,0.3353098896571922,0.4101622760870429,0.07874827291084704,0.004891646471644114,0.06946680928310563,0.08915102413238297,95857.48024055276,671,6261.3852859902645
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,2,0.01615241270606271,0.0013597595545761989,0.013636644094015379,0.019123306875332837,0.3968149767982345,0.024739255144597905,0.34833717276290393,0.447407421914735,0.04371881627221888,0.003627698083843342,0.036984909483019225,0.0516130664635891,53217.36480111841,340,4502.918719741375
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.005794599298992028,0.0006457499348452672,0.0046318521874038005,0.007247108960172301,0.37057881619626215,0.03670037015781797,0.3003213717547204,0.4467771466995433,0.01568391216432167,0.0017223785759393469,0.01257484263099578,0.019546467461624365,19091.470134057294,142,2091.4089010149796
"6 - Female, Hispanic",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,2964946.4134212974,21000,39354.84439085478
"6 - Female, Hispanic",Overall,0,0.6353611233901442,0.005193060694517541,0.6248683812309046,0.6457267713313041,1.0,0.0,N/A,N/A,0.6353611233901442,0.005193060694517541,0.6248683812309046,0.6457267713313041,1883811.6840229344,12774,30664.674847694965
"6 - Female, Hispanic",Overall,1,0.20657329463700994,0.004128138265216163,0.19840468367337025,0.21498801987064398,1.0,0.0,N/A,N/A,0.20657329463700994,0.004128138265216163,0.19840468367337025,0.21498801987064398,612478.7490426236,4672,14559.43771587267
