RC-COMBINED GENDER BY RACE INDICATOR,ILLICIT DRUG OTHER THAN MARIJUANA - EVER USED,RECODED # R's CHILDREN < 18 IN HOUSEHOLD,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,1 - Illicit drug except for marijuana are ever used,2,6.796397753575797e-05,2.3558847881765537e-05,3.3876553416796424e-05,0.00013634633229436954,0.2051044488531057,0.06731210735359741,0.10120061043813076,0.3715839428430993,0.0003795502658759642,0.00013154912950445356,0.00018919200112156142,0.0007612944087677899,1694.9786947113002,17,588.1951735471976
Overall,1 - Illicit drug except for marijuana are ever used,3 - 3 or more,3.6615293945728085e-07,3.6609129056598285e-07,4.9147685995582714e-08,2.727853778443599e-06,0.05727300122716626,0.06381378169071922,0.005625233319808503,0.3948326379131641,2.0448103622122245e-06,2.045233287703642e-06,2.742618911263333e-07,1.5245288394451878e-05,9.1316231611,1,9.1316231611
"1 - Male, White, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,7486500.972118552,70887,44535.95282381052
"1 - Male, White, Not Hisp",Overall,0,0.9995088370247175,0.00010317971566761505,0.9992510532039139,0.9996779215151365,1.0,0.0,N/A,N/A,0.9995088370247175,0.00010317971566761505,0.9992510532039139,0.9996779215151365,7482823.880026631,70857,44563.06452210802
"1 - Male, White, Not Hisp",Overall,1,0.00044395028693383957,9.926129975919808e-05,0.00028332285368551125,0.0006955806876208931,1.0,0.0,N/A,N/A,0.00044395028693383957,9.926129975919808e-05,0.00028332285368551125,0.0006955806876208931,3323.6342547025,27,742.6813959512164
"1 - Male, White, Not Hisp",Overall,2,3.642931391256102e-05,2.5781980736258968e-05,8.791977668923218e-06,0.00015093073217753103,1.0,0.0,N/A,N/A,3.642931391256102e-05,2.5781980736258968e-05,8.791977668923218e-06,0.00015093073217753103,272.72809401999996,2,192.92818506839416
"1 - Male, White, Not Hisp",Overall,3 - 3 or more,1.0783374435621674e-05,1.078683648535877e-05,1.4459828287932264e-06,8.041184932140643e-05,1.0,0.0,N/A,N/A,1.0783374435621674e-05,1.078683648535877e-05,1.4459828287932264e-06,8.041184932140643e-05,80.729743195,1,80.729743195
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.8194439827790843,0.0016974562428290231,0.8160094111047352,0.8228283612426897,0.8194439827790843,0.0016974562428290231,0.8160094111047352,0.8228283612426897,1.0,0.0,N/A,N/A,6134768.173672312,57986,39310.67695338445
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,0,0.819120110085824,0.0017101893188652196,0.8156596464252424,0.8225297474136661,0.819522629258722,0.0016976380077342083,0.8160876722880951,0.8229073528471023,0.9996047653041983,0.00011415916980440147,0.9992940472336288,0.9997787541932264,6132343.500439377,57969,39359.642397539494
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,1,0.00029540035526699185,9.112874829351205e-05,0.00015896115142261823,0.0005488834829153261,0.6653906168350204,0.10224943538005886,0.44151546108785866,0.8333884434424138,0.00036048877223451343,0.00011128775066186378,0.00019389844178039056,0.0006701113889803762,2211.5150468705,15,681.7997737873657
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,2,1.7688963557634456e-05,1.7688977754111637e-05,2.3734865238197633e-06,0.00013181811178112848,0.48556949494278584,0.3532588955018014,0.052239169804926315,0.941738902807512,2.1586543960752062e-05,2.1589933593827025e-05,2.895538132467037e-06,0.00016091056100513598,132.42844287,1,132.42844287
"1 - Male, White, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,1.0783374435621674e-05,1.078683648535877e-05,1.4459828287932264e-06,8.041184932140643e-05,1.0,0.0,N/A,N/A,1.3159379606462724e-05,1.3162280242282854e-05,1.7649421191024669e-06,9.810890223373511e-05,80.729743195,1,80.729743195
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.18055601722091583,0.0016974562428290231,0.1771716387573105,0.18399058889526493,0.18055601722091583,0.0016974562428290231,0.1771716387573105,0.18399058889526493,1.0,0.0,N/A,N/A,1351732.7984462404,12901,14652.766117823865
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.18038872693889416,0.0016944093409043588,0.17701040947389896,0.18381711996557457,0.1804773707412786,0.0016976380077342083,0.17709264715289832,0.1839123277119055,0.9990734715763198,0.00028032782080961014,0.9982990591190535,0.9994954840298351,1350480.3795872591,12888,14633.724825845396
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.00014854993166684777,4.7090689234304536e-05,7.858480805425482e-05,0.00028078846463751837,0.3346093831649796,0.10224943538005885,0.16661155655758625,0.5584845389121413,0.0008227359794112669,0.0002607140546858216,0.00043529038589681484,0.0015545048984211085,1112.1192078320003,12,352.65919554722063
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,1.8740350354926565e-05,1.8748711715764744e-05,2.512309062725713e-06,0.00013977735712157572,0.5144305050572142,0.3532588955018014,0.05826109719248794,0.9477608301950737,0.00010379244426950985,0.00010371192388369212,1.3947130526031205e-05,0.0007719609400988443,140.29965115,1,140.29965115
"1 - Male, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"2 - Female, White, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,7139047.568290776,67044,48329.8771221958
"2 - Female, White, Not Hisp",Overall,0,0.9949715028009802,0.0003503728221182689,0.9942164333467934,0.9956284281423151,1.0,0.0,N/A,N/A,0.9949715028009802,0.0003503728221182689,0.9942164333467934,0.9956284281423151,7103148.887589957,66683,47929.742496396226
"2 - Female, White, Not Hisp",Overall,1,0.004814571626780737,0.00034217423555497835,0.004173899139889398,0.005553035737858911,1.0,0.0,N/A,N/A,0.004814571626780737,0.00034217423555497835,0.004173899139889398,0.005553035737858911,34371.455864530784,348,2470.1037519070615
"2 - Female, White, Not Hisp",Overall,2,0.00021392557223913372,7.456639869420168e-05,0.0001062163461225906,0.0004308108275367827,1.0,0.0,N/A,N/A,0.00021392557223913372,7.456639869420168e-05,0.0001062163461225906,0.0004308108275367827,1527.2248362890002,13,533.4032887916488
"2 - Female, White, Not Hisp",Overall,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.813343870942774,0.0018636809955746736,0.8095716036613531,0.8170582981219722,0.813343870942774,0.0018636809955746736,0.8095716036613531,0.8170582981219722,1.0,0.0,N/A,N/A,5806500.584038218,54458,40635.458499558656
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,0,0.8104164170349017,0.0018985708118483364,0.8065736155612955,0.8142004601379534,0.8145121892973509,0.0018852462809813217,0.8106956759049537,0.8182690072094648,0.9964007180573218,0.0003034883083045105,0.995736717221293,0.9969616171796594,5785601.351335938,54253,40339.47952767908
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,1,0.002770849863570513,0.0002454274025858737,0.0023191597186513644,0.0033102213574296583,0.5755132706215945,0.030104914000753387,0.5142126601268326,0.6345756270291704,0.0034067384811773747,0.00030276313456199626,0.0028496598967931506,0.004072275328258615,19781.228980621898,197,1772.4238198314267
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,2,0.0001566040443035837,6.699841826083246e-05,6.631217969107896e-05,0.0003697934801799864,0.7320492013387069,0.14028554690869496,0.3937814824613262,0.9199400715776164,0.0001925434615030156,8.231100475131918e-05,8.158311548954345e-05,0.00045435124444636796,1118.00372167,8,479.1965756624209
"2 - Female, White, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.1866561290572178,0.0018636809955746778,0.1829417018780196,0.19042839633863876,0.1866561290572178,0.0018636809955746778,0.1829417018780196,0.19042839633863876,1.0,0.0,N/A,N/A,1332546.9842524999,12586,16573.641147641738
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.18455508576607196,0.0018766110340094765,0.1808155418175017,0.18835418665075357,0.1854878107026425,0.0018852462809813245,0.18173099279052857,0.18930432409503972,0.9887437755097676,0.0011162157538988269,0.9862662368342692,0.9907785508626887,1317547.5362539715,12430,16604.15217989651
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.002043721763210226,0.00020439173318692022,0.001671729499614401,0.00249828238333707,0.42448672937840587,0.030104914000753394,0.36542437297082986,0.48578733987316775,0.010949127540214558,0.0011006894971564182,0.00894534064532182,0.013395702550880281,14590.226883908901,151,1460.5860370073583
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,5.732152793555e-05,3.281953757605204e-05,1.814954696699241e-05,0.0001810226886987488,0.26795079866129295,0.14028554690869496,0.08005992842238345,0.6062185175386737,0.0003070969500175298,0.00017595219981453522,9.714546296259707e-05,0.0009703567898532478,409.221114619,5,234.28553170684035
"2 - Female, White, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"3 - Male, Black, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1855071.4479742297,15778,22024.649504329205
"3 - Male, Black, Not Hisp",Overall,0,0.9997802190137415,0.00020355965345032588,0.9985888476535892,0.9999658044877172,1.0,0.0,N/A,N/A,0.9997802190137415,0.00020355965345032588,0.9985888476535892,0.9999658044877172,1854663.7385418138,15774,22044.594567638145
"3 - Male, Black, Not Hisp",Overall,1,0.00021258304854168523,0.000203423421678301,3.10963303220326e-05,0.0014517383255496625,1.0,0.0,N/A,N/A,0.00021258304854168523,0.000203423421678301,3.10963303220326e-05,0.0014517383255496625,394.356743673,3,377.13594616970073
"3 - Male, Black, Not Hisp",Overall,2,7.1979377169442005e-06,7.202334931983216e-06,9.646404735291692e-07,5.370728479067828e-05,1.0,0.0,N/A,N/A,7.1979377169442005e-06,7.202334931983216e-06,9.646404735291692e-07,5.370728479067828e-05,13.352688743,1,13.352688743
"3 - Male, Black, Not Hisp",Overall,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.8410379643809581,0.00335708096086453,0.8341785375104755,0.8476654591147857,0.8410379643809581,0.00335708096086453,0.8341785375104755,0.8476654591147857,1.0,0.0,N/A,N/A,1560185.5143854825,13278,19315.216840354937
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,0,0.8410213695403714,0.0033565764120764615,0.8341630069368192,0.8476479006203105,0.8412062506797927,0.0033528294835968074,0.8343554993054018,0.8478253438008081,0.9999802686189097,1.1788175016746997e-05,0.9999344923200298,0.9999940569572052,1560154.7297705265,13275,19316.029350197645
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,1,9.396902869717481e-06,6.807448632489849e-06,2.19307015460912e-06,4.0263050360455264e-05,0.04420344394428444,0.052155761671844526,0.003859889397126686,0.35566365546084705,1.1172982989696577e-05,8.09276866026223e-06,2.6081984764846492e-06,4.78614028440004e-05,17.431926213,2,12.617601834782203
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,2,7.1979377169442005e-06,7.202334931983216e-06,9.646404735291692e-07,5.370728479067828e-05,1.0,0.0,N/A,N/A,8.558398100663873e-06,8.562287555723193e-06,1.1473229133923486e-06,6.383788814470152e-05,13.352688743,1,13.352688743
"3 - Male, Black, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.15896203561904274,0.003357080960864528,0.15233454088521514,0.16582146248952528,0.15896203561904274,0.003357080960864528,0.15233454088521514,0.16582146248952528,1.0,0.0,N/A,N/A,294885.9335887487,2500,7260.130330883261
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.1587588494733708,0.0033522270765348667,0.1521409569008266,0.16560838206450346,0.1587937493202081,0.003352829483596806,0.15217465619919268,0.16564450069459902,0.9987217945160259,0.0012777449495090572,0.9905347146956054,0.9998286145884323,294509.00877128873,2499,7259.759745166893
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.00020318614567196776,0.00020330004508588452,2.7226888905229527e-05,0.0015145951591945027,0.9557965560557156,0.052155761671844526,0.644336344539153,0.9961401106028733,0.0012782054839742328,0.0012777449495090568,0.00017138541156781122,0.009465285304393315,376.92481746,1,376.92481746
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"3 - Male, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"4 - Female, Black, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1818942.3834188357,15778,25487.723787387855
"4 - Female, Black, Not Hisp",Overall,0,0.985641586926211,0.001087054261520748,0.9832863803148233,0.987669070638236,1.0,0.0,N/A,N/A,0.985641586926211,0.001087054261520748,0.9832863803148233,0.987669070638236,1792825.2573202858,15524,25313.676355357962
"4 - Female, Black, Not Hisp",Overall,1,0.013295679187598275,0.0010460594215466747,0.011350395512289373,0.01556910444078374,1.0,0.0,N/A,N/A,0.013295679187598275,0.0010460594215466747,0.011350395512289373,0.01556910444078374,24184.074390662216,232,1914.4220980635216
"4 - Female, Black, Not Hisp",Overall,2,0.0010415307178874888,0.00030459464045630246,0.000578764878194805,0.00187361881338549,1.0,0.0,N/A,N/A,0.0010415307178874888,0.00030459464045630246,0.000578764878194805,0.00187361881338549,1894.4843663981999,21,554.1520759853581
"4 - Female, Black, Not Hisp",Overall,3 - 3 or more,2.120316830185124e-05,2.12038360351053e-05,2.8448320250055297e-06,0.00015801322783596725,1.0,0.0,N/A,N/A,2.120316830185124e-05,2.12038360351053e-05,2.8448320250055297e-06,0.00015801322783596725,38.567341487,1,38.567341487
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,Overall,0.8334391144213891,0.003790140270431129,0.8256865765345447,0.8409132922223028,0.8334391144213891,0.003790140270431129,0.8256865765345447,0.8409132922223028,1.0,0.0,N/A,N/A,1515977.7292201251,13075,21732.841793318796
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,0,0.8219233131820602,0.003803544449836675,0.8141549001827834,0.8294350321923999,0.8338967471383618,0.0038342056812958438,0.8260519040738276,0.8414557010207633,0.9861827924319059,0.001187073151448279,0.9835840327421835,0.9883750130770382,1495031.1502668827,12876,21533.581191883524
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,1,0.010500433589459195,0.0009569890097553566,0.00874247098239276,0.01260739667867344,0.7897628576397674,0.033036476062764414,0.7158266526721857,0.8485327886178647,0.012598921034260635,0.0011417764707213579,0.010500116674544393,0.01511083608720917,19099.683700142108,178,1750.9107380350447
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,2,0.0009941644815683029,0.00030076698722784635,0.0005413666923552041,0.0018249897114948844,0.9545224778245064,0.04535470255788216,0.7201932647446843,0.9941912578314219,0.0011928459612295694,0.00036116080038776384,0.0006492247335608705,0.002190664648246553,1808.3279116141998,20,547.4135444231671
"4 - Female, Black, Not Hisp",0 - Never used drug/used only marijuana,3 - 3 or more,2.120316830185124e-05,2.12038360351053e-05,2.8448320250055297e-06,0.00015801322783596725,1.0,0.0,N/A,N/A,2.5440572604480453e-05,2.544698529043369e-05,3.411836687866004e-06,0.00018967223580621404,38.567341487,1,38.567341487
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,Overall,0.16656088557861395,0.003790140270431125,0.15908670777770018,0.1743134234654583,0.16656088557861395,0.003790140270431125,0.15908670777770018,0.1743134234654583,1.0,0.0,N/A,N/A,302964.65419871605,2703,8416.461943406826
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,0,0.1637182737441558,0.0038001888015085257,0.15622773863732278,0.17149495687233304,0.1661032528616433,0.003834205681295838,0.15854429897924185,0.17394809592617752,0.9829334971137836,0.0029010464857466907,0.9760155111770437,0.9878808647550821,297794.1070534121,2648,8410.581304523326
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,1,0.0027952455981390774,0.00048015346194255846,0.0019793141364952264,0.003946198049792816,0.21023714236023236,0.033036476062764414,0.15146721138213504,0.2841733473278141,0.016782124977474187,0.00289154043039974,0.011861842994485053,0.023694396495801767,5084.390690520102,54,873.3177742240438
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,2,4.7366236319186e-05,4.7404071942068075e-05,6.345157606486161e-06,0.0003534924814103725,0.045477522175493564,0.04535470255788216,0.005808742168578019,0.27980673525531596,0.00028437790874274576,0.0002847054255405927,3.8057798191102926e-05,0.002121564330586098,86.156454784,1,86.156454784
"4 - Female, Black, Not Hisp",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"5 - Male, Hispanic",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,2464344.7817603615,20132,31278.400062759116
"5 - Male, Hispanic",Overall,0,0.9988923912894648,0.0002800313338534401,0.9981598500052659,0.9993335115338647,1.0,0.0,N/A,N/A,0.9988923912894648,0.0002800313338534401,0.9981598500052659,0.9993335115338647,2461615.2520143217,20105,31348.769687255004
"5 - Male, Hispanic",Overall,1,0.001008590535019096,0.0002691568660758061,0.0005900303750952436,0.0017235599674564619,1.0,0.0,N/A,N/A,0.001008590535019096,0.0002691568660758061,0.0005900303750952436,0.0017235599674564619,2485.5148219072003,25,657.1439110402595
"5 - Male, Hispanic",Overall,2,9.901817551669544e-05,7.965299218741892e-05,1.967761298550221e-05,0.0004981022602626365,1.0,0.0,N/A,N/A,9.901817551669544e-05,7.965299218741892e-05,1.967761298550221e-05,0.0004981022602626365,244.01492413399998,2,197.05603263464712
"5 - Male, Hispanic",Overall,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,Overall,0.8194463852354021,0.003650647828767905,0.8119974388574005,0.8266631961892702,0.8194463852354021,0.003650647828767905,0.8119974388574005,0.8266631961892702,1.0,0.0,N/A,N/A,2019398.4233872541,16377,26446.25876869097
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,0,0.8187511631707706,0.0036706702051096116,0.8112613342315828,0.8260075147200613,0.8196590246461374,0.00367408012973144,0.8121613224978089,0.826921229456053,0.9991515954220338,0.00029088586033966274,0.9983112229076321,0.9995739586114151,2017685.1565201147,16362,26562.14565337301
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,1,0.0006952220646314994,0.00023818526267534323,0.00034931007817380513,0.0013832070235841479,0.6893006036570991,0.10586552220539769,0.45115300651900436,0.8568924959462089,0.0008484045779661145,0.0002908858603396625,0.0004260413885848031,0.00168877709236789,1713.2668671393003,15,582.7767325016332
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,2,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"5 - Male, Hispanic",0 - Never used drug/used only marijuana,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,Overall,0.18055361476460452,0.0036506478287678984,0.1733368038107364,0.18800256114260616,0.18055361476460452,0.0036506478287678984,0.1733368038107364,0.18800256114260616,1.0,0.0,N/A,N/A,444946.3583731237,3755,11013.982411202313
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,0,0.18014122811870026,0.003671791817750734,0.1728836458864226,0.18763436502551442,0.18034097535386862,0.0036740801297314328,0.1730787705439531,0.18783867750219702,0.9977159878718469,0.0007844247050637866,0.9954502967975261,0.9988546933653152,443930.0954942219,3743,11035.805877649253
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,1,0.0003133684703875966,0.00011608933088844743,0.0001488929465579787,0.0006594130835145916,0.31069939634290095,0.10586552220539769,0.14310750405379116,0.5488469934809956,0.0017355978765429233,0.0006459401823572758,0.0008215511422869656,0.0036628726513178176,772.2479547679001,10,285.53759340150356
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,2,9.901817551669544e-05,7.965299218741892e-05,1.967761298550221e-05,0.0004981022602626365,1.0,0.0,N/A,N/A,0.0005484142516104686,0.0004429391566049527,0.00010823696777914676,0.002773735363898391,244.01492413399998,2,197.05603263464712
"5 - Male, Hispanic",1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"6 - Female, Hispanic",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,2327419.0887168804,19445,29621.753454030615
"6 - Female, Hispanic",Overall,0,0.9868424903601547,0.0010459162944536353,0.9845674678460402,0.9887859550462006,1.0,0.0,N/A,N/A,0.9868424903601547,0.0010459162944536353,0.9845674678460402,0.9887859550462006,2296796.049621128,19132,29601.12849806272
"6 - Female, Hispanic",Overall,1,0.01139784865202107,0.000921821620562771,0.009687481493150296,0.013406100722367528,1.0,0.0,N/A,N/A,0.01139784865202107,0.000921821620562771,0.009687481493150296,0.013406100722367528,26527.5705230198,279,2133.7383767035444
"6 - Female, Hispanic",Overall,2,0.0017557374902458247,0.00043645626892761515,0.0010654499841087903,0.002891956171445371,1.0,0.0,N/A,N/A,0.0017557374902458247,0.00043645626892761515,0.0010654499841087903,0.002891956171445371,4086.336949574,33,1015.781774910178
"6 - Female, Hispanic",Overall,3 - 3 or more,3.923497579515993e-06,3.924731552705627e-06,5.261274429601508e-07,2.9258111815897172e-05,1.0,0.0,N/A,N/A,3.923497579515993e-06,3.924731552705627e-06,5.261274429601508e-07,2.9258111815897172e-05,9.1316231611,1,9.1316231611
"6 - Female, Hispanic",0 - Never used drug/used only marijuana,Overall,0.8144143174464292,0.0038138940497020116,0.8066315291391585,0.8219530026682725,0.8144143174464292,0.0038138940497020116,0.8066315291391585,0.8219530026682725,1.0,0.0,N/A,N/A,1895483.4285491484,15528,25763.632424520572
"6 - Female, Hispanic",0 - Never used drug/used only marijuana,0,0.8042996205764495,0.0038046970444187323,0.7965446128449978,0.8118288639167287,0.8150232974696043,0.0038575853506810304,0.8071493606913039,0.8226463874387125,0.9875804039132147,0.0010809778063957031,0.985210862277939,0.98957431097472,1871942.2899773729,15295,25688.96940556127
