cause_cat,race_cat,metric_cat,year,median,lower95,upper95
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2010,5.151281211232063e-5,4.396609855348225e-5,5.917091911210599e-5
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2010,1.8337101200310516e-5,1.4644332070613053e-5,2.245689355083621e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2011,6.0696683205591896e-5,5.226190553247041e-5,7.132025415422885e-5
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2011,2.0557261320198417e-5,1.66520277106886e-5,2.4954988836091546e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2012,6.232418265065054e-5,5.3243513932911864e-5,7.299921787253514e-5
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2012,1.9758139508915795e-5,1.5645448721091012e-5,2.4163866978375053e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2013,6.195816920700518e-5,5.247769026691444e-5,7.182304944365278e-5
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2013,1.9935671832892247e-5,1.544833411275043e-5,2.4412255371161503e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2014,6.508036040819747e-5,5.567477460791131e-5,7.540308998083546e-5
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2014,1.966565926890127e-5,1.597579502731119e-5,2.456352072625122e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2015,6.97560924725985e-5,5.9377506468918024e-5,8.115947201158435e-5
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2015,2.2842352517550523e-5,1.832935932552362e-5,2.8133172671442902e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2016,8.227874965199832e-5,7.063106040865194e-5,9.46242134885026e-5
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2016,2.4001969260567162e-5,1.9393352651346498e-5,2.931247915731093e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2017,8.826327781726077e-5,7.670887374069182e-5,1.0193459768441267e-4
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2017,2.739548351288639e-5,2.2235438641642858e-5,3.353959092643177e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2018,8.836425035047184e-5,7.754280135335001e-5,1.0073007934770418e-4
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2018,2.5272560668685013e-5,2.0219493693972917e-5,3.080663708973761e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2019,9.438803236546658e-5,8.26308460920403e-5,1.0689192495637032e-4
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2019,2.868052665212137e-5,2.3273998646138574e-5,3.4955601323711724e-5
Drug Poisonings,Hispanic,"Youth impacted per
1,000 population (95% CI)",2020,1.278608865437196e-4,1.1210154684035093e-4,1.4560045105881407e-4
Firearms,Hispanic,"Youth impacted per
1,000 population (95% CI)",2020,2.9149747532686324e-5,2.3936377414974814e-5,3.58123902128332e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",1999,1.9729051886816792e-4,1.611886091709915e-4,2.3841024744573886e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",1999,4.950038902016268e-4,4.384422554350354e-4,5.570134387897285e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2000,1.872783496220869e-4,1.5589755998808425e-4,2.2571596991385502e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2000,5.112964562394957e-4,4.5663005383336113e-4,5.704044790689118e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2001,1.8634317223455247e-4,1.5834557971358245e-4,2.2371719947588428e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2001,5.137018854852581e-4,4.6437083299042027e-4,5.724173352950836e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2002,1.9511000382228176e-4,1.6627292359252844e-4,2.2963690564532086e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2002,5.616382957540497e-4,5.061922878843849e-4,6.224393866418131e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2003,1.919900710908407e-4,1.6318028707685794e-4,2.2269404737811131e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2003,5.551412703973719e-4,5.019537111964514e-4,6.133234722136708e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2004,1.7948251250963192e-4,1.5584699495976238e-4,2.0534997407789822e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2004,5.340428358483302e-4,4.8513168071676825e-4,5.904712305603672e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2005,2.0175901999740817e-4,1.7736853560453372e-4,2.2731297144736024e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2005,5.76669136639009e-4,5.22071760512554e-4,6.356860336171044e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2006,2.505076402505391e-4,2.2431258031026228e-4,2.820353815103805e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2006,5.813902740020227e-4,5.28064640328189e-4,6.386917772385536e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2007,1.9819814470781264e-4,1.763095152539224e-4,2.208495404880879e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2007,5.66103928523163e-4,5.14706238720096e-4,6.238736166507033e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2008,1.6739222016495925e-4,1.4995178256922522e-4,1.8647830548775877e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2008,5.39006546298935e-4,4.919028054119942e-4,5.928313569291253e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2009,1.618683632966412e-4,1.4393225193177835e-4,1.814705288276073e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2009,5.157492126810145e-4,4.677179281301605e-4,5.651982407619508e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2010,1.4332596606247223e-4,1.2741548417764738e-4,1.60703790657932e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2010,5.060343528377592e-4,4.623162265731407e-4,5.575730086117535e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2011,1.6248260576106632e-4,1.451696955329372e-4,1.820567256589885e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2011,5.111919126458561e-4,4.6595584624513093e-4,5.579290607240884e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2012,1.625107460784423e-4,1.4417624714913385e-4,1.8043446954037402e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2012,5.46647682011359e-4,5.004485963250534e-4,6.00019832055253e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2013,1.838640234849829e-4,1.646039158078547e-4,2.0426407152626232e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2013,5.376228832641752e-4,4.914461213390712e-4,5.908664546549996e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2014,2.0223158137160972e-4,1.800290049034219e-4,2.237349749731115e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2014,5.110620408136468e-4,4.6139207364559703e-4,5.600735063289588e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2015,2.5282720462107286e-4,2.290265321048121e-4,2.8025312902402774e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2015,5.988130829287651e-4,5.469718810912496e-4,6.548799371855257e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2016,3.6042482669888006e-4,3.251519941976237e-4,3.9561790990614676e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2016,6.494239136343363e-4,5.892879309555465e-4,7.106966960200875e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2017,4.543049043254986e-4,4.134160091057177e-4,4.98566280941384e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2017,6.590144815090736e-4,6.018556957591315e-4,7.218596328000442e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2018,4.6271140494361573e-4,4.2023776871339693e-4,5.08580597942505e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2018,6.232084571738501e-4,5.709340203645751e-4,6.823964810905982e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2019,5.388740874368289e-4,4.903376362319628e-4,5.925709541798322e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2019,6.484944214944378e-4,5.921220277509197e-4,7.112592534104556e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2020,8.135943841171211e-4,7.403546844664757e-4,8.924032223137925e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2020,8.582265502955172e-4,7.916641166616176e-4,9.469533121225531e-4
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",1999,6.973873384614424e-5,5.099205898469157e-5,9.179907974177738e-5
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",1999,6.88157551669551e-5,5.439324187150167e-5,8.513050026083621e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2000,7.107809215542886e-5,5.2237309406868434e-5,9.313421247940188e-5
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2000,6.685427703114074e-5,5.3708998571642476e-5,8.212618331188505e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2001,7.515589923040122e-5,5.728800580070759e-5,9.733709811374158e-5
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2001,6.815884605243953e-5,5.5595435256849814e-5,8.301420101280512e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2002,8.292534795450825e-5,6.527855146482668e-5,1.0378673129667884e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2002,6.880152516429872e-5,5.746426300246367e-5,8.180203274848256e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2003,8.66561846899316e-5,6.933964014353972e-5,1.0689623335424836e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2003,6.346007828709156e-5,5.3336422275961e-5,7.431173171671646e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2004,9.014464486631098e-5,7.33222920469444e-5,1.0813577786872989e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2004,5.8612662590555536e-5,4.953653819736382e-5,6.894163733261128e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2005,9.751339952657022e-5,8.115427335191958e-5,1.156464845647369e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2005,6.0532628958363983e-5,5.134932786400595e-5,7.035644907241236e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2006,9.760963067632398e-5,8.22389744068578e-5,1.1252294239326266e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2006,6.772156183493872e-5,5.77933473263454e-5,7.897768121493422e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2007,9.239829847649575e-5,7.987721564146834e-5,1.0711498130686337e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2007,6.392811479562926e-5,5.415070470890119e-5,7.418006823236413e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2008,7.966767976731138e-5,6.728077117276808e-5,9.193001340359335e-5
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2008,5.533530586007765e-5,4.797946891415074e-5,6.426063272701186e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2009,8.088368441629362e-5,6.942811386235685e-5,9.328623272572984e-5
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2009,5.8809386433469044e-5,5.065545490722614e-5,6.81692054947908e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2010,8.379793195172326e-5,7.191667488768473e-5,9.641681392393048e-5
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2010,5.442144211441037e-5,4.624052749459099e-5,6.306165174560305e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2011,8.743162523481252e-5,7.482473107966713e-5,1.0045601820619431e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2011,5.5939568261872556e-5,4.755752532021665e-5,6.392267749403538e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2012,8.876531041250654e-5,7.644659488980448e-5,1.012744914133255e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2012,5.944859935591128e-5,5.087373999574154e-5,6.866132486371796e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2013,8.942130122027157e-5,7.80773227240106e-5,1.0192899304105985e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2013,6.0249241256864664e-5,5.151954692622212e-5,7.036063062396425e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2014,1.0111507291670632e-4,8.858107245987359e-5,1.1556751347727681e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2014,5.118593931951428e-5,4.353691440276143e-5,5.9706398613600495e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2015,1.0853390539494534e-4,9.50231522907508e-5,1.2345084908029196e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2015,5.989455012125284e-5,5.108828058496123e-5,6.92653477175185e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2016,1.5056941994174693e-4,1.3312079890912673e-4,1.7051029200582232e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2016,7.572606147382932e-5,6.528974849061959e-5,8.778787392222786e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2017,1.7349236510159674e-4,1.5440782531104478e-4,1.9531628033994387e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2017,7.250399749852794e-5,6.180741677689273e-5,8.42464736074139e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2018,1.68649616281449e-4,1.5027510799352645e-4,1.883159479808107e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2018,8.289374794327655e-5,7.15733564600075e-5,9.491207447485535e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2019,2.006793282346796e-4,1.804473921979065e-4,2.231384712808168e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2019,7.872069412740847e-5,6.798382780326082e-5,8.998659929362589e-5
Drug Poisonings,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2020,3.014610072627315e-4,2.715608420259476e-4,3.341192833412471e-4
Firearms,Non-Hispanic Black,"Youth impacted per
1,000 population (95% CI)",2020,1.0791089015829763e-4,9.491889002662732e-5,1.2244896270789454e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",1999,1.5790541899453504e-4,1.4031555503763213e-4,1.7558050742409338e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",1999,1.8010313487525008e-4,1.6344861360574874e-4,1.992100197772525e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2000,1.6759806802623997e-4,1.5213501644490934e-4,1.8606920146609988e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2000,1.7951211656118236e-4,1.6454801351680783e-4,1.980884110125922e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2001,1.8586346208047065e-4,1.6786612853173495e-4,2.04830532623055e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2001,1.8645917659948914e-4,1.709475684496253e-4,2.0350593402345465e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2002,2.2150781215242828e-4,2.0208441981395297e-4,2.4199002755224183e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2002,1.8816067899888358e-4,1.7292334306333592e-4,2.0451144148040014e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2003,2.379242090960788e-4,2.1746936026639053e-4,2.584438164196362e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2003,1.8469498966964973e-4,1.7069219828626426e-4,1.9992257733822573e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2004,2.4988372611932846e-4,2.3086640576624331e-4,2.6907577943615583e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2004,1.8153020181579157e-4,1.6867587280489001e-4,1.9566430559006217e-4
